Date,AAPL,ADBE,AMZN,FB,GOOG,GOOGL,MSFT,NFLX,NVDA,TSLA,^NDX
2020-01-02,75.0875015258789,334.42999267578125,1898.010009765625,209.77999877929688,1367.3699951171875,1368.6800537109375,160.6199951171875,329.80999755859375,59.977500915527344,86.052001953125,8872.2197265625
2020-01-03,74.35749816894531,331.80999755859375,1874.969970703125,208.6699981689453,1360.6600341796875,1361.52001953125,158.6199951171875,325.8999938964844,59.01750183105469,88.60199737548828,8793.900390625
2020-01-06,74.94999694824219,333.7099914550781,1902.8800048828125,212.60000610351562,1394.2099609375,1397.81005859375,159.02999877929688,335.8299865722656,59.26499938964844,90.30799865722656,8848.51953125
2020-01-07,74.59750366210938,333.3900146484375,1906.8599853515625,213.05999755859375,1393.3399658203125,1395.1099853515625,157.5800018310547,330.75,59.98249816894531,93.81199645996094,8846.4501953125
2020-01-08,75.79750061035156,337.8699951171875,1891.969970703125,215.22000122070312,1404.3199462890625,1405.0400390625,160.08999633789062,339.260009765625,60.095001220703125,98.4280014038086,8912.3701171875
2020-01-09,77.40750122070312,340.45001220703125,1901.050048828125,218.3000030517578,1419.8299560546875,1419.7900390625,162.08999633789062,335.6600036621094,60.755001068115234,96.26799774169922,8989.6298828125
2020-01-10,77.5824966430664,339.80999755859375,1883.1600341796875,218.05999755859375,1429.72998046875,1428.9599609375,161.33999633789062,329.04998779296875,61.08000183105469,95.62999725341797,8966.6396484375
2020-01-13,79.23999786376953,345.6300048828125,1891.300048828125,221.91000366210938,1439.22998046875,1440.030029296875,163.27999877929688,338.9200134277344,62.994998931884766,104.97200012207031,9070.650390625
2020-01-14,78.16999816894531,344.6300048828125,1869.43994140625,219.05999755859375,1430.8800048828125,1430.5899658203125,162.1300048828125,338.69000244140625,61.81999969482422,107.58399963378906,9033.419921875
2020-01-15,77.83499908447266,342.94000244140625,1862.02001953125,221.14999389648438,1439.199951171875,1439.199951171875,163.17999267578125,339.07000732421875,61.39250183105469,103.69999694824219,9035.669921875
2020-01-16,78.80999755859375,345.3800048828125,1877.93994140625,221.77000427246094,1451.699951171875,1450.1600341796875,166.1699981689453,338.6199951171875,62.23249816894531,102.697998046875,9125.0
2020-01-17,79.68250274658203,349.739990234375,1864.719970703125,222.13999938964844,1480.3900146484375,1479.52001953125,167.10000610351562,339.6700134277344,62.31999969482422,102.0999984741211,9173.73046875
2020-01-21,79.14250183105469,350.0,1892.0,221.44000244140625,1484.4000244140625,1482.25,166.5,338.1099853515625,61.98500061035156,109.44000244140625,9166.6298828125
2020-01-22,79.42500305175781,350.05999755859375,1887.4599609375,221.32000732421875,1485.949951171875,1483.8699951171875,165.6999969482422,326.0,62.52750015258789,113.91200256347656,9188.580078125
2020-01-23,79.80750274658203,351.760009765625,1884.5799560546875,219.75999450683594,1486.6500244140625,1484.68994140625,166.72000122070312,349.6000061035156,63.21500015258789,114.44000244140625,9216.98046875
2020-01-24,79.57749938964844,351.3699951171875,1861.6400146484375,217.94000244140625,1466.7099609375,1466.1700439453125,165.0399932861328,353.1600036621094,62.619998931884766,112.96399688720703,9141.4697265625
2020-01-27,77.23750305175781,346.8999938964844,1828.3399658203125,214.8699951171875,1433.9000244140625,1431.72998046875,162.27999877929688,342.8800048828125,60.04999923706055,111.60399627685547,8952.1796875
2020-01-28,79.42250061035156,354.6300048828125,1853.25,217.7899932861328,1452.56005859375,1450.5,165.4600067138672,348.5199890136719,61.99250030517578,113.37999725341797,9090.9296875
2020-01-29,81.08499908447266,351.6600036621094,1858.0,223.22999572753906,1458.6300048828125,1456.699951171875,168.0399932861328,343.1600036621094,61.3849983215332,116.197998046875,9101.6103515625
2020-01-30,80.96749877929688,356.739990234375,1870.6800537109375,209.52999877929688,1455.8399658203125,1454.25,172.77999877929688,347.739990234375,61.45249938964844,128.16200256347656,9136.08984375
2020-01-31,77.37750244140625,351.1400146484375,2008.719970703125,201.91000366210938,1434.22998046875,1432.780029296875,170.22999572753906,345.0899963378906,59.10749816894531,130.11399841308594,8991.509765625
2020-02-03,77.16500091552734,358.0,2004.199951171875,204.19000244140625,1485.93994140625,1482.5999755859375,174.3800048828125,358.0,60.08250045776367,156.0,9126.23046875
2020-02-04,79.7125015258789,366.739990234375,2049.669921875,209.8300018310547,1447.0699462890625,1445.4100341796875,180.1199951171875,369.010009765625,61.782501220703125,177.41200256347656,9334.0595703125
2020-02-05,80.36250305175781,365.54998779296875,2039.8699951171875,210.11000061035156,1448.22998046875,1446.050048828125,179.89999389648438,369.6700134277344,62.689998626708984,146.94000244140625,9367.48046875
2020-02-06,81.30249786376953,367.4599914550781,2050.22998046875,210.85000610351562,1476.22998046875,1475.969970703125,183.6300048828125,366.95001220703125,63.5625,149.79200744628906,9445.919921875
2020-02-07,80.00749969482422,366.0899963378906,2079.280029296875,212.3300018310547,1479.22998046875,1479.1099853515625,183.88999938964844,366.7699890136719,62.897499084472656,149.61399841308594,9401.099609375
2020-02-10,80.38749694824219,370.0,2133.909912109375,213.05999755859375,1508.6800537109375,1508.6600341796875,188.6999969482422,371.07000732421875,65.74250030517578,154.25599670410156,9516.83984375
2020-02-11,79.90249633789062,369.2799987792969,2150.800048828125,207.19000244140625,1508.7900390625,1510.06005859375,184.44000244140625,373.69000244140625,66.97250366210938,154.87600708007812,9517.8603515625
2020-02-12,81.80000305175781,374.2900085449219,2160.0,210.75999450683594,1518.27001953125,1518.6300048828125,184.7100067138672,380.010009765625,68.13500213623047,153.45799255371094,9613.2001953125
2020-02-13,81.21749877929688,374.8399963378906,2149.8701171875,213.13999938964844,1514.6600341796875,1513.3900146484375,183.7100067138672,381.3999938964844,67.69499969482422,160.8000030517578,9595.7001953125
2020-02-14,81.23750305175781,379.6700134277344,2134.8701171875,214.17999267578125,1520.739990234375,1518.72998046875,185.35000610351562,380.3999938964844,72.44750213623047,160.00599670410156,9623.580078125
2020-02-18,79.75,378.8500061035156,2155.669921875,217.8000030517578,1519.6700439453125,1519.43994140625,187.22999572753906,387.7799987792969,74.14250183105469,171.67999267578125,9629.7998046875
2020-02-19,80.90499877929688,383.2799987792969,2170.219970703125,217.49000549316406,1526.68994140625,1524.8699951171875,187.27999877929688,386.19000244140625,78.67500305175781,183.48399353027344,9718.73046875
2020-02-20,80.07499694824219,378.9599914550781,2153.10009765625,214.5800018310547,1518.1500244140625,1516.989990234375,184.4199981689453,386.0,77.17500305175781,179.8820037841797,9627.830078125
2020-02-21,78.26249694824219,372.95001220703125,2095.969970703125,210.17999267578125,1485.1099853515625,1483.4599609375,178.58999633789062,380.07000732421875,73.51750183105469,180.1999969482422,9446.6904296875
2020-02-24,74.54499816894531,357.4100036621094,2009.2900390625,200.72000122070312,1421.5899658203125,1419.8599853515625,170.88999938964844,368.70001220703125,68.31999969482422,166.75799560546875,9079.6298828125
2020-02-25,72.0199966430664,347.79998779296875,1972.739990234375,196.77000427246094,1388.449951171875,1386.3199462890625,168.07000732421875,360.0899963378906,65.51249694824219,159.98199462890625,8834.8701171875
2020-02-26,73.1624984741211,351.3399963378906,1979.5899658203125,197.1999969482422,1393.1800537109375,1390.469970703125,170.1699981689453,379.239990234375,66.9124984741211,155.75999450683594,8873.759765625
2020-02-27,68.37999725341797,337.5199890136719,1884.300048828125,189.75,1318.0899658203125,1314.949951171875,158.17999267578125,371.7099914550781,63.150001525878906,135.8000030517578,8436.669921875
2020-02-28,68.33999633789062,345.1199951171875,1883.75,192.47000122070312,1339.3299560546875,1339.25,162.00999450683594,369.0299987792969,67.51750183105469,133.59800720214844,8461.830078125
2020-03-02,74.70249938964844,360.2799987792969,1953.949951171875,196.44000244140625,1389.1099853515625,1386.3199462890625,172.7899932861328,381.04998779296875,69.10749816894531,148.7239990234375,8877.98046875
2020-03-03,72.33000183105469,348.3399963378906,1908.989990234375,185.88999938964844,1341.3900146484375,1337.719970703125,164.50999450683594,368.7699890136719,66.47250366210938,149.1020050048828,8594.490234375
2020-03-04,75.68499755859375,363.8500061035156,1975.8299560546875,191.75999450683594,1386.52001953125,1381.5999755859375,170.5500030517578,383.7900085449219,71.12750244140625,149.89999389648438,8949.2802734375
2020-03-05,73.2300033569336,351.0299987792969,1924.030029296875,185.1699981689453,1319.0400390625,1314.760009765625,166.27000427246094,372.7799987792969,68.32250213623047,144.9080047607422,8671.66015625
2020-03-06,72.25749969482422,336.7699890136719,1901.0899658203125,181.08999633789062,1298.4100341796875,1295.739990234375,161.57000732421875,368.9700012207031,66.51000213623047,140.6959991455078,8530.33984375
2020-03-09,66.5425033569336,305.7900085449219,1800.6099853515625,169.5,1215.56005859375,1215.7900390625,150.6199951171875,346.489990234375,61.36000061035156,121.5999984741211,7948.02978515625
2020-03-10,71.33499908447266,332.3800048828125,1891.8199462890625,178.19000244140625,1280.3900146484375,1275.1700439453125,160.9199981689453,364.1300048828125,65.2699966430664,129.0659942626953,8372.26953125
2020-03-11,68.85749816894531,315.2300109863281,1820.8599853515625,170.24000549316406,1215.4100341796875,1210.9000244140625,153.6300048828125,349.9200134277344,61.61750030517578,126.84600067138672,8006.1201171875
2020-03-12,62.057498931884766,285.0,1676.6099853515625,154.47000122070312,1114.9100341796875,1111.550048828125,139.05999755859375,315.25,54.07749938964844,112.11000061035156,7263.64990234375
2020-03-13,69.49250030517578,335.5,1785.0,170.27999877929688,1219.72998046875,1214.27001953125,158.8300018310547,336.29998779296875,60.209999084472656,109.3239974975586,7995.259765625
2020-03-16,60.5525016784668,286.0299987792969,1689.1500244140625,146.00999450683594,1084.3299560546875,1073.0,135.4199981689453,298.8399963378906,49.099998474121094,89.01399993896484,7020.3798828125
2020-03-17,63.21500015258789,311.80999755859375,1807.8399658203125,149.4199981689453,1119.800048828125,1118.06005859375,146.57000732421875,319.75,54.317501068115234,86.04000091552734,7473.9501953125
2020-03-18,61.66749954223633,294.6099853515625,1830.0,146.9600067138672,1096.800048828125,1091.18994140625,140.39999389648438,315.4700012207031,50.70500183105469,72.24400329589844,7175.18017578125
2020-03-19,61.19499969482422,307.510009765625,1880.9300537109375,153.1300048828125,1115.2900390625,1111.6700439453125,142.7100067138672,332.0299987792969,53.24250030517578,85.52799987792969,7288.52001953125
2020-03-20,57.310001373291016,295.3399963378906,1846.0899658203125,149.72999572753906,1072.3199462890625,1068.2099609375,137.35000610351562,332.8299865722656,51.4375,85.50599670410156,6994.2900390625
2020-03-23,56.092498779296875,307.2699890136719,1902.8299560546875,148.10000610351562,1056.6199951171875,1054.1300048828125,135.97999572753906,360.2699890136719,53.17250061035156,86.85800170898438,7006.919921875
2020-03-24,61.720001220703125,310.0,1940.0999755859375,160.97999572753906,1134.4599609375,1130.010009765625,148.33999633789062,357.32000732421875,62.29499816894531,101.0,7553.830078125
2020-03-25,61.380001068115234,305.9100036621094,1885.8399658203125,156.2100067138672,1102.489990234375,1101.6199951171875,146.9199981689453,342.3900146484375,61.404998779296875,107.8499984741211,7469.6201171875
2020-03-26,64.61000061035156,322.6700134277344,1955.489990234375,163.33999633789062,1161.75,1162.9200439453125,156.11000061035156,362.989990234375,64.30999755859375,105.63200378417969,7897.1298828125
2020-03-27,61.935001373291016,305.8299865722656,1900.0999755859375,156.7899932861328,1110.7099609375,1110.260009765625,149.6999969482422,357.1199951171875,63.182498931884766,102.87200164794922,7588.3701171875
2020-03-30,63.70249938964844,318.3900146484375,1963.949951171875,165.9499969482422,1146.8199462890625,1146.31005859375,160.22999572753906,370.9599914550781,66.39749908447266,100.4260025024414,7889.009765625
2020-03-31,63.5724983215332,318.239990234375,1949.719970703125,166.8000030517578,1162.81005859375,1161.949951171875,157.7100067138672,375.5,65.9000015258789,104.80000305175781,7813.5
2020-04-01,60.227500915527344,301.2099914550781,1907.699951171875,159.60000610351562,1105.6199951171875,1102.0999755859375,152.11000061035156,364.0799865722656,60.76750183105469,96.31199645996094,7486.2900390625
2020-04-02,61.23249816894531,303.9599914550781,1918.8299560546875,158.19000244140625,1120.8399658203125,1117.030029296875,155.25999450683594,370.0799865722656,63.86750030517578,90.89399719238281,7635.66015625
2020-04-03,60.352500915527344,293.6099853515625,1906.5899658203125,154.17999267578125,1097.8800048828125,1092.699951171875,153.8300018310547,361.760009765625,60.977500915527344,96.00199890136719,7528.10986328125
2020-04-06,65.61750030517578,319.1300048828125,1997.5899658203125,165.5500030517578,1186.9200439453125,1183.18994140625,165.27000427246094,379.9599914550781,67.0999984741211,103.24800109863281,8081.66015625
2020-04-07,64.85749816894531,308.92999267578125,2011.5999755859375,168.8300018310547,1186.510009765625,1182.56005859375,163.49000549316406,372.2799987792969,64.75749969482422,109.08999633789062,8049.31005859375
2020-04-08,66.51750183105469,317.17999267578125,2043.0,174.27999877929688,1210.280029296875,1207.0,165.1300048828125,371.1199951171875,66.73750305175781,109.76799774169922,8229.5400390625
2020-04-09,66.99749755859375,318.70001220703125,2042.760009765625,175.19000244140625,1211.449951171875,1206.5699462890625,165.13999938964844,370.7200012207031,65.73750305175781,114.5999984741211,8238.5302734375
2020-04-13,68.3125,320.6499938964844,2168.8701171875,174.7899932861328,1217.56005859375,1210.4100341796875,165.50999450683594,396.7200012207031,67.4625015258789,130.19000244140625,8332.740234375
2020-04-14,71.76249694824219,340.7699890136719,2283.320068359375,178.1699981689453,1269.22998046875,1265.22998046875,173.6999969482422,413.54998779296875,70.98750305175781,141.97799682617188,8692.16015625
2020-04-15,71.10749816894531,332.54998779296875,2307.679931640625,176.97000122070312,1262.469970703125,1257.300048828125,171.8800048828125,426.75,70.20999908447266,145.96600341796875,8591.9599609375
2020-04-16,71.67250061035156,342.70001220703125,2408.18994140625,176.25,1263.469970703125,1257.4300537109375,177.0399932861328,439.1700134277344,73.67500305175781,149.04200744628906,8757.830078125
2020-04-17,70.69999694824219,344.1099853515625,2375.0,179.24000549316406,1283.25,1279.0,178.60000610351562,422.9599914550781,73.08000183105469,150.7779998779297,8832.41015625
2020-04-20,69.23249816894531,344.8800048828125,2393.610107421875,178.24000549316406,1266.6099853515625,1261.1500244140625,175.05999755859375,437.489990234375,71.76249694824219,149.27200317382812,8726.509765625
2020-04-21,67.09249877929688,328.989990234375,2328.1201171875,170.8000030517578,1216.3399658203125,1212.1600341796875,167.82000732421875,433.8299865722656,67.37750244140625,137.343994140625,8403.0
2020-04-22,69.0250015258789,336.7699890136719,2363.489990234375,182.27999877929688,1263.2099609375,1258.4100341796875,173.52000427246094,421.4200134277344,71.5374984741211,146.4219970703125,8664.6396484375
2020-04-23,68.75749969482422,335.3699951171875,2399.449951171875,185.1300048828125,1276.31005859375,1271.1700439453125,171.4199981689453,426.70001220703125,71.00250244140625,141.12600708007812,8641.5
2020-04-24,70.74250030517578,344.1000061035156,2410.219970703125,190.07000732421875,1279.31005859375,1276.5999755859375,174.5500030517578,424.989990234375,72.39749908447266,145.02999877929688,8786.599609375
2020-04-27,70.7925033569336,348.5,2376.0,187.5,1275.8800048828125,1270.8599853515625,174.0500030517578,421.3800048828125,74.2699966430664,159.75,8837.66015625
2020-04-28,69.6449966430664,333.45001220703125,2314.080078125,182.91000366210938,1233.6700439453125,1232.5899658203125,169.80999755859375,403.8299865722656,72.83999633789062,153.82400512695312,8677.599609375
2020-04-29,71.93250274658203,349.1700134277344,2372.7099609375,194.19000244140625,1341.47998046875,1342.1800537109375,177.42999267578125,411.8900146484375,74.61499786376953,160.1020050048828,8982.759765625
2020-04-30,73.44999694824219,353.6400146484375,2474.0,204.7100067138672,1348.6600341796875,1346.699951171875,179.2100067138672,419.8500061035156,73.06999969482422,156.37600708007812,9000.509765625
2020-05-01,72.26750183105469,343.8399963378906,2286.0400390625,202.27000427246094,1320.6099853515625,1317.3199462890625,174.57000732421875,415.2699890136719,70.69499969482422,140.26400756835938,8718.1796875
2020-05-04,73.29000091552734,349.1099853515625,2315.989990234375,205.25999450683594,1326.800048828125,1322.9000244140625,178.83999633789062,428.1499938964844,72.82250213623047,152.23800659179688,8834.1103515625
2020-05-05,74.38999938964844,356.1300048828125,2317.800048828125,207.07000732421875,1351.1099853515625,1349.02001953125,180.75999450683594,424.67999267578125,73.43499755859375,153.64199829101562,8930.6201171875
2020-05-06,75.15750122070312,362.5199890136719,2351.260009765625,208.47000122070312,1347.300048828125,1345.4300537109375,182.5399932861328,434.260009765625,74.44750213623047,156.51600646972656,8984.8603515625
2020-05-07,75.93499755859375,366.7799987792969,2367.610107421875,211.25999450683594,1372.56005859375,1369.280029296875,183.60000610351562,436.5299987792969,76.21749877929688,156.00799560546875,9101.8798828125
2020-05-08,77.53250122070312,367.510009765625,2379.610107421875,212.35000610351562,1388.3699951171875,1384.3399658203125,184.67999267578125,435.54998779296875,78.125,163.88400268554688,9220.349609375
2020-05-11,78.75250244140625,371.4200134277344,2409.0,213.17999267578125,1403.260009765625,1403.5899658203125,186.74000549316406,440.5199890136719,80.65499877929688,162.25799560546875,9298.919921875
2020-05-12,77.85250091552734,365.1000061035156,2356.949951171875,210.10000610351562,1375.739990234375,1375.1800537109375,182.50999450683594,431.82000732421875,78.0250015258789,161.8820037841797,9112.4501953125
2020-05-13,76.9124984741211,358.55999755859375,2367.919921875,205.10000610351562,1349.3299560546875,1348.3299560546875,179.75,438.2699890136719,77.80000305175781,158.19200134277344,9000.080078125
2020-05-14,77.38500213623047,355.3900146484375,2388.85009765625,206.80999755859375,1356.1300048828125,1356.8599853515625,180.52999877929688,441.95001220703125,80.30500030517578,160.66600036621094,9094.419921875
2020-05-15,76.92749786376953,365.29998779296875,2409.780029296875,210.8800048828125,1373.18994140625,1373.06005859375,183.16000366210938,454.19000244140625,84.90750122070312,159.83399963378906,9152.6396484375
2020-05-18,78.73999786376953,367.9700012207031,2426.260009765625,213.19000244140625,1383.93994140625,1385.1800537109375,184.91000366210938,452.5799865722656,87.50250244140625,162.7259979248047,9331.9296875
2020-05-19,78.28500366210938,372.20001220703125,2449.330078125,216.8800048828125,1373.4849853515625,1374.4000244140625,183.6300048828125,451.0400085449219,88.05500030517578,161.6020050048828,9298.5400390625
2020-05-20,79.80750274658203,383.6300048828125,2497.93994140625,229.97000122070312,1406.719970703125,1409.1600341796875,185.66000366210938,447.6700134277344,89.69999694824219,163.11199951171875,9485.01953125
2020-05-21,79.2125015258789,382.1700134277344,2446.739990234375,231.38999938964844,1402.800048828125,1406.75,183.42999267578125,436.25,87.75250244140625,165.52000427246094,9377.990234375
2020-05-22,79.72250366210938,385.260009765625,2436.8798828125,234.91000366210938,1410.4200439453125,1413.239990234375,183.50999450683594,429.32000732421875,90.26249694824219,163.37600708007812,9413.990234375
2020-05-26,79.18250274658203,376.6300048828125,2421.860107421875,232.1999969482422,1417.02001953125,1421.3699951171875,181.57000732421875,414.7699890136719,87.17749786376953,163.7740020751953,9389.98046875
2020-05-27,79.52749633789062,375.1700134277344,2410.389892578125,229.13999938964844,1417.8399658203125,1420.280029296875,181.80999755859375,419.8900146484375,85.25250244140625,164.04600524902344,9442.0498046875
2020-05-28,79.5625,379.8299865722656,2401.10009765625,225.4600067138672,1416.72998046875,1418.239990234375,181.39999389648438,413.44000244140625,84.87000274658203,161.16200256347656,9416.7099609375
2020-05-29,79.48500061035156,386.6000061035156,2442.3701171875,225.08999633789062,1428.9200439453125,1433.52001953125,183.25,419.7300109863281,88.75499725341797,167.0,9555.5302734375
2020-06-01,80.4625015258789,389.67999267578125,2471.0400390625,231.91000366210938,1431.8199462890625,1434.8699951171875,182.8300018310547,425.9200134277344,88.0625,179.6199951171875,9598.8896484375
2020-06-02,80.83499908447266,390.44000244140625,2472.409912109375,232.72000122070312,1439.219970703125,1442.31005859375,184.91000366210938,427.30999755859375,88.25250244140625,176.31199645996094,9657.3095703125
2020-06-03,81.27999877929688,389.9200134277344,2478.39990234375,230.16000366210938,1436.3800048828125,1439.25,185.36000061035156,421.9700012207031,87.69499969482422,176.5919952392578,9704.6904296875
2020-06-04,80.58000183105469,385.79998779296875,2460.60009765625,226.2899932861328,1412.1800537109375,1414.300048828125,182.9199981689453,414.3299865722656,87.66500091552734,172.87600708007812,9629.66015625
2020-06-05,82.875,392.8999938964844,2483.0,230.77000427246094,1438.3900146484375,1440.02001953125,187.1999969482422,419.6000061035156,89.19999694824219,177.1320037841797,9824.3896484375
2020-06-08,83.36499786376953,397.7799987792969,2524.06005859375,231.39999389648438,1446.6099853515625,1448.0400390625,188.36000061035156,419.489990234375,88.05000305175781,189.98399353027344,9901.51953125
2020-06-09,85.99749755859375,397.1600036621094,2600.860107421875,238.6699981689453,1456.1600341796875,1452.0799560546875,189.8000030517578,434.04998779296875,90.45999908447266,188.13400268554688,9967.169921875
2020-06-10,88.20999908447266,406.82000732421875,2647.449951171875,236.72999572753906,1465.8499755859375,1464.699951171875,196.83999633789062,434.4800109863281,93.6675033569336,205.00999450683594,10094.259765625
2020-06-11,83.9749984741211,387.6700134277344,2557.9599609375,224.42999267578125,1403.8399658203125,1401.9000244140625,186.27000427246094,425.55999755859375,87.9625015258789,194.5679931640625,9588.48046875
2020-06-12,84.69999694824219,406.5400085449219,2545.02001953125,228.5800018310547,1413.1800537109375,1412.9200439453125,187.74000549316406,418.07000732421875,89.32499694824219,187.05599975585938,9663.7802734375
2020-06-15,85.74749755859375,401.3399963378906,2572.679931640625,232.5,1419.8499755859375,1420.739990234375,188.94000244140625,425.5,91.73750305175781,198.17999267578125,9776.8896484375
2020-06-16,88.0199966430664,411.6700134277344,2615.27001953125,235.64999389648438,1442.719970703125,1446.469970703125,193.57000732421875,436.1300048828125,90.68499755859375,196.42599487304688,9949.3701171875
2020-06-17,87.89749908447266,413.489990234375,2640.97998046875,235.52999877929688,1451.1199951171875,1452.5400390625,194.24000549316406,447.7699890136719,92.36000061035156,198.35800170898438,9982.48046875
2020-06-18,87.93250274658203,420.4599914550781,2653.97998046875,235.94000244140625,1435.9599609375,1434.1199951171875,196.32000732421875,449.8699951171875,92.18000030517578,200.79200744628906,10012.0498046875
2020-06-19,87.43000030517578,428.010009765625,2675.010009765625,238.7899932861328,1431.719970703125,1424.6400146484375,195.14999389648438,453.7200012207031,92.61250305175781,200.17999267578125,10008.6396484375
2020-06-22,89.71749877929688,438.6400146484375,2713.820068359375,239.22000122070312,1451.8599853515625,1450.6600341796875,200.57000732421875,468.0400085449219,95.26750183105469,198.86399841308594,10130.330078125
